codigo;anio;mes;dia;tmax;tmin;ts07;ts13;ts19;th07;th13;th19;rr07;rr13;rr19;ev07;ev071;ev13;ev131;ev19;ev191;nu07;nu13;nu19;dv07;vv07;dv13;vv13;dv19;vv19;an07;an13;an19;tipev;tipcal;fuente;tipane
M0003;2014.0;8.0;7.0;18.8;3.8;6.4;17.6;12.0;5.8;11.9;9.6;0.0;0.0;0.0;68.1;0.0;67.2;0.0;66.4;0.0;5.0;6.0;6.0;S;0.5;S;2.0;S;1.5;88084.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;8.0;20.0;3.6;8.0;17.6;11.9;7.1;11.0;8.4;0.0;0.0;0.0;65.3;0.0;64.0;0.0;62.3;0.0;2.0;5.0;4.0;C;0.0;E;5.0;S;1.0;88513.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;9.0;19.8;4.7;8.4;16.8;11.2;7.4;10.8;10.6;0.0;0.0;0.0;60.5;0.0;59.4;0.0;57.5;0.0;2.0;6.0;6.0;S;2.0;E;3.0;S;2.0;89413.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;10.0;17.5;0.6;4.0;16.0;11.4;3.6;11.0;10.8;0.0;0.0;0.0;56.8;0.0;55.5;0.0;54.2;0.0;3.0;8.0;7.0;C;0.0;N;1.0;N;1.0;90012.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;11.0;20.2;2.5;6.0;17.0;12.5;5.2;10.6;8.0;0.0;0.0;0.0;53.4;0.0;51.8;70.0;68.3;0.0;6.0;6.0;0.0;S;1.5;N;1.5;N;1.0;90281.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;12.0;18.9;3.4;6.8;16.2;11.6;6.4;11.4;9.6;0.0;0.0;0.0;67.1;0.0;66.3;0.0;65.5;0.0;6.0;7.0;7.0;N;1.0;E;0.5;S;1.0;91167.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;13.0;19.3;3.8;6.8;14.0;10.2;6.0;10.0;6.4;0.8;0.1;0.0;65.3;0.0;64.5;0.0;63.0;0.0;4.0;6.0;3.0;C;0.0;E;1.5;N;1.0;91791.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;14.0;17.8;2.9;7.2;15.6;10.9;6.0;9.5;7.8;0.0;0.0;0.0;61.2;0.0;60.3;0.0;58.8;0.0;6.0;7.0;0.0;S;2.0;SE;3.0;S;1.0;92627.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;15.0;19.0;5.0;9.4;16.6;11.2;7.6;10.3;8.5;0.0;0.0;0.0;57.8;0.0;56.8;0.0;55.3;0.0;2.0;5.0;2.0;S;2.0;E;3.0;C;0.0;94000.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;16.0;20.3;6.0;11.0;18.4;11.6;8.9;11.2;7.4;0.0;0.0;0.0;54.0;0.0;52.3;0.0;50.4;0.0;4.0;6.0;0.0;S;2.0;E;5.0;E;1.0;95030.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;17.0;19.7;4.8;7.6;17.9;11.2;5.2;11.1;7.3;0.0;0.0;0.0;47.3;0.0;46.2;0.0;43.7;0.0;4.0;3.0;6.0;S;2.0;E;2.0;S;1.0;97094.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;18.0;20.2;6.4;9.0;14.8;10.4;7.8;9.7;7.9;0.0;0.0;0.0;41.7;0.0;40.4;0.0;39.4;0.0;6.0;7.0;6.0;S;1.0;E;3.0;S;1.0;98465.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;19.0;18.8;4.4;8.0;14.4;10.4;5.8;9.6;7.9;0.0;0.0;0.0;38.0;0.0;36.6;0.0;34.5;0.0;4.0;4.0;0.0;S;5.0;S;1.0;S;0.5;99880.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;20.0;19.0;3.3;7.2;16.6;11.3;5.3;9.2;7.4;0.0;0.0;0.0;32.6;0.0;31.4;0.0;28.7;0.0;5.0;6.0;4.0;S;5.0;S;2.0;S;1.0;1763.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;21.0;19.4;3.6;7.2;18.7;10.6;4.8;11.6;9.9;0.0;0.0;1.2;27.7;0.0;26.4;70.0;69.4;0.0;3.0;5.0;7.0;S;4.0;E;1.0;N;1.5;3392.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;22.0;19.3;3.6;7.8;17.8;10.0;6.4;11.2;9.8;0.5;0.0;1.4;69.6;0.0;68.9;0.0;68.6;0.0;6.0;6.0;8.0;S;0.5;E;1.0;S;1.0;4108.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;23.0;20.5;1.4;8.0;17.2;10.4;6.4;9.6;9.5;0.1;0.0;0.0;67.6;0.0;66.6;0.0;65.4;0.0;5.0;7.0;4.0;S;1.0;N;1.0;N;1.0;4427.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;24.0;19.7;3.0;8.3;17.6;10.0;7.0;11.2;7.0;0.0;0.0;0.0;64.4;0.0;63.8;0.0;62.4;0.0;7.0;6.0;5.0;S;1.0;N;1.0;C;0.0;4798.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;25.0;18.2;3.8;10.0;16.4;12.7;8.7;11.2;9.7;0.0;0.0;0.0;61.7;0.0;61.2;0.0;60.0;0.0;8.0;6.0;5.0;C;0.0;E;1.0;C;0.0;5020.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;26.0;18.8;5.5;8.5;15.6;8.0;6.2;10.4;7.8;0.0;0.0;24.6;58.9;0.0;58.2;0.0;80.0;0.0;7.0;6.0;8.0;S;0.5;S;1.0;C;0.0;5419.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;27.0;18.0;4.0;8.2;16.4;9.9;7.0;11.2;9.7;1.4;0.0;5.8;78.7;0.0;77.7;0.0;80.0;0.0;8.0;6.0;8.0;C;0.0;E;0.5;C;0.0;5662.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;28.0;17.5;3.7;7.9;15.8;10.5;7.5;11.7;9.2;4.2;0.0;0.7;84.0;60.0;57.1;0.0;57.8;0.0;5.0;7.0;5.0;C;0.0;C;0.0;S;1.0;6009.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;29.0;18.6;5.2;8.4;14.2;11.3;7.4;11.2;8.3;0.0;0.0;0.0;56.6;0.0;55.7;0.0;54.8;0.0;4.0;7.0;3.0;S;1.5;W;2.5;C;0.0;6343.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;30.0;18.8;4.8;9.6;17.6;10.0;7.4;11.1;6.4;0.0;0.0;0.0;53.7;0.0;51.7;0.0;49.7;0.0;5.0;1.0;0.0;S;2.0;E;4.0;S;2.0;6843.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;8.0;31.0;19.4;3.5;8.0;18.6;10.4;5.4;10.0;7.0;0.0;0.0;0.0;47.5;0.0;45.7;0.0;43.3;0.0;0.0;2.0;0.0;S;5.0;E;5.0;S;2.0;8786.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;1.0;20.6;3.8;9.0;17.8;11.0;5.9;10.9;9.0;0.0;0.0;0.0;41.0;70.0;67.0;0.0;65.8;0.0;0.0;6.0;0.0;S;2.0;E;5.0;S;2.0;10585.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;2.0;21.0;2.2;8.4;17.8;11.0;7.4;10.9;10.4;0.0;0.0;0.0;64.5;0.0;63.5;0.0;62.7;0.0;0.0;5.0;6.0;S;2.0;N;3.0;N;6.0;11497.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;3.0;19.2;4.0;7.8;17.4;10.8;6.9;11.8;9.7;0.5;0.0;0.0;61.1;0.0;60.8;0.0;59.7;0.0;6.0;7.0;3.0;W;1.0;C;0.0;C;0.0;11898.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;4.0;20.1;6.3;9.0;17.4;11.2;7.0;11.0;8.4;0.0;0.0;0.5;58.5;0.0;57.9;0.0;57.2;0.0;3.0;7.0;2.0;S;1.5;N;2.0;S;1.0;12026.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;5.0;21.2;4.4;9.6;19.7;10.7;7.9;11.6;7.9;0.0;0.0;0.0;56.7;0.0;55.3;0.0;52.7;0.0;1.0;2.0;0.0;S;1.0;E;7.3;S;1.0;12586.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;6.0;20.4;3.4;8.8;18.4;10.4;5.8;10.5;7.4;0.0;0.0;0.0;50.5;0.0;49.2;0.0;47.0;0.0;0.0;7.0;5.0;S;2.0;N;1.0;S;1.0;14472.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;7.0;17.4;4.8;8.4;16.0;9.8;6.3;10.2;7.4;0.0;0.0;0.0;45.7;0.0;44.2;0.0;42.6;0.0;2.0;6.0;0.0;S;6.0;S;6.8;S;1.5;15578.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;8.0;18.4;4.8;8.2;16.6;9.5;7.0;11.2;7.0;0.0;0.0;0.0;41.5;70.0;68.5;0.0;66.7;0.0;2.0;6.0;0.0;S;1.0;S;1.5;S;1.0;17656.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;9.0;20.7;5.6;10.0;17.9;12.4;7.9;10.8;8.6;0.0;0.0;0.0;64.8;0.0;63.6;0.0;61.4;0.0;3.0;6.0;5.0;S;1.5;E;5.0;E;1.0;19418.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;10.0;19.8;2.0;6.2;17.8;10.5;5.0;10.4;10.0;0.0;0.0;2.1;60.7;0.0;60.0;0.0;61.2;0.0;3.0;7.0;5.0;S;1.0;NE;1.0;C;0.0;20583.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;11.0;20.2;5.0;8.8;16.8;10.4;7.4;10.8;9.0;0.0;0.0;0.0;60.8;0.0;59.6;0.0;56.7;0.0;3.0;7.0;8.0;S;1.0;N;1.5;C;0.0;20946.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;12.0;16.8;4.8;8.0;13.0;10.6;7.0;9.8;8.2;2.2;0.0;0.0;58.5;0.0;58.2;0.0;57.9;0.0;8.0;7.0;3.0;S;1.0;S;1.0;S;1.0;21429.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;13.0;19.8;7.2;9.2;14.2;12.2;6.8;10.8;10.2;0.0;0.0;0.0;55.4;0.0;54.6;0.0;53.5;0.0;0.0;8.0;7.0;S;1.0;S;1.5;E;1.0;22101.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;14.0;17.6;3.8;8.2;16.0;12.0;7.6;11.1;10.0;0.2;0.0;0.0;52.3;0.0;51.5;0.0;50.7;0.0;7.0;7.0;7.0;S;1.0;N;1.0;C;0.0;22666.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;15.0;15.4;3.8;8.2;13.8;11.0;8.0;9.7;10.4;0.0;8.0;0.1;50.0;0.0;57.8;0.0;57.3;0.0;8.0;7.0;8.0;W;1.0;N;1.0;S;1.0;22860.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;16.0;17.4;4.6;8.8;11.5;11.0;7.9;10.2;8.2;1.2;0.5;0.0;58.4;0.0;58.6;0.0;57.0;0.0;7.0;6.0;4.0;C;0.0;S;1.0;S;1.0;22897.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;17.0;20.2;1.0;6.6;16.0;10.6;5.6;10.8;9.7;0.0;0.0;0.0;56.1;0.0;55.0;0.0;53.5;0.0;6.0;8.0;8.0;S;1.0;C;0.0;S;1.0;23077.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;18.0;20.0;2.2;8.4;17.8;9.4;6.8;12.0;8.6;0.0;0.0;3.1;52.2;0.0;51.3;0.0;52.3;0.0;3.0;7.0;8.0;S;1.0;N;1.5;W;1.5;23336.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;19.0;20.5;4.0;9.0;19.4;10.4;8.0;13.6;10.2;0.0;0.0;1.7;51.2;0.0;51.0;0.0;51.5;0.0;2.0;6.0;8.0;SE;1.0;S;2.0;E;1.0;23903.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;20.0;17.6;5.2;9.0;17.6;11.0;8.6;13.8;10.4;0.3;0.0;0.7;50.8;0.0;50.0;0.0;50.3;0.0;5.0;7.0;8.0;S;1.0;E;1.0;N;1.0;24291.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;21.0;20.0;4.6;8.0;15.2;9.8;7.7;11.4;9.6;0.0;0.0;2.2;48.8;50.0;49.3;0.0;51.0;0.0;6.0;7.0;5.0;C;0.0;S;1.5;S;1.0;24516.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;22.0;17.2;3.2;8.0;14.8;8.6;7.8;12.0;8.4;0.0;0.0;20.6;50.4;0.0;49.9;0.0;66.3;0.0;8.0;8.0;8.0;S;1.0;E;1.0;N;1.0;24795.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;23.0;20.4;4.6;8.7;19.0;11.0;7.3;14.0;10.7;0.4;0.0;0.2;65.6;0.0;65.1;0.0;63.8;0.0;6.0;5.0;8.0;C;0.0;E;1.0;C;0.0;24999.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;24.0;20.2;2.2;7.8;17.2;12.4;7.7;11.0;8.0;0.0;0.0;0.0;63.0;0.0;62.0;0.0;58.8;0.0;0.0;4.0;0.0;W;1.0;N;4.5;C;0.0;25382.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;25.0;20.6;2.4;8.9;19.8;9.8;6.8;12.6;9.2;0.0;0.0;10.6;57.3;0.0;56.1;0.0;63.3;0.0;0.0;6.0;8.0;S;2.5;N;2.0;C;0.0;26373.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;26.0;20.4;3.8;9.8;18.4;9.7;7.6;11.6;9.0;0.2;0.0;12.5;62.1;0.0;61.3;0.0;69.5;0.0;0.0;6.0;3.0;S;2.0;S;1.0;E;0.5;27013.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;27.0;20.2;4.2;8.4;18.4;10.4;7.4;14.6;10.0;0.0;0.0;10.5;68.4;0.0;67.8;0.0;74.6;0.0;6.0;4.0;6.0;S;1.0;S;1.0;N;1.0;27687.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;28.0;18.0;6.2;11.0;17.0;12.2;9.4;12.2;10.8;0.0;0.0;0.2;74.0;0.0;72.8;0.0;72.2;0.0;3.0;7.0;6.0;S;1.0;C;0.0;N;1.0;28503.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;29.0;20.0;5.9;10.0;18.4;12.8;8.2;12.0;10.7;0.0;0.0;0.0;70.1;50.0;48.6;0.0;46.9;0.0;3.0;4.0;6.0;S;5.0;E;2.0;S;1.0;29128.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;9.0;30.0;20.3;4.0;8.8;18.0;10.9;6.7;11.6;8.0;0.0;0.0;0.0;44.7;0.0;42.7;0.0;41.2;0.0;0.0;2.0;0.0;S;2.0;E;5.0;N;1.0;29961.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;1.0;20.2;5.0;11.4;17.4;10.6;8.6;12.0;6.6;0.0;0.0;0.0;37.8;0.0;35.7;0.0;32.9;0.0;2.0;4.0;3.0;S;2.0;E;6.0;S;1.0;3131437.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;2.0;18.3;4.5;8.6;14.8;10.0;7.4;10.0;7.8;0.0;0.0;0.0;30.7;0.0;29.8;0.0;27.3;0.0;3.0;7.0;0.0;S;2.0;E;1.0;N;1.0;3134043.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;3.0;17.8;3.6;9.0;16.7;11.0;7.8;11.4;8.7;0.0;0.0;0.0;27.1;50.0;48.9;0.0;47.9;0.0;6.0;6.0;5.0;S;1.0;S;1.0;S;2.0;3135403.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;4.0;20.4;3.0;8.2;19.4;10.8;7.4;12.9;10.6;0.0;0.0;6.4;46.9;0.0;46.1;0.0;50.4;0.0;0.0;7.0;6.0;S;1.0;E;1.0;W;1.0;3135814.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;5.0;20.6;3.4;9.2;19.6;11.4;7.4;12.4;10.8;0.0;0.0;0.3;49.3;0.0;48.7;0.0;47.3;0.0;0.0;4.0;6.0;S;4.0;NE;3.0;S;1.0;3136650.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;6.0;21.3;4.1;10.8;19.0;10.0;8.8;12.6;9.8;0.0;0.0;1.2;45.8;0.0;45.0;0.0;46.0;0.0;2.0;7.0;8.0;S;1.0;S;2.0;S;1.0;3137065.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;7.0;17.8;3.2;7.4;15.8;10.0;7.3;12.0;9.9;10.3;0.3;11.1;54.4;0.0;54.4;0.0;65.0;0.0;6.0;5.0;8.0;W;1.0;N;1.0;C;0.0;3137539.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;8.0;16.5;6.0;9.0;13.0;9.0;8.6;11.8;8.9;0.2;0.2;9.3;64.1;0.0;63.9;0.0;72.4;0.0;8.0;8.0;8.0;E;1.0;N;1.0;N;1.0;3137724.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;9.0;17.4;5.4;8.2;16.4;9.6;8.2;13.2;9.2;2.5;0.0;14.6;73.7;0.0;73.4;0.0;86.7;0.0;8.0;7.0;3.0;S;1.0;N;0.5;S;1.0;3137836.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;10.0;18.2;6.0;8.6;16.3;9.2;8.6;13.0;9.0;10.4;0.0;3.2;96.2;43.0;42.3;0.0;43.9;0.0;8.0;7.0;8.0;N;0.5;N;1.5;C;0.0;3138085.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;11.0;17.2;4.9;8.0;15.6;10.2;7.9;11.7;9.4;11.9;0.8;8.6;55.0;0.0;55.1;0.0;63.0;0.0;8.0;6.0;8.0;S;0.5;C;0.0;C;0.0;3138382.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;12.0;18.5;6.2;10.0;15.0;11.0;8.5;12.6;10.2;0.0;0.0;1.7;62.8;0.0;62.3;0.0;63.0;0.0;5.0;6.0;8.0;S;1.0;S;1.0;W;1.0;3138504.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;13.0;18.3;7.4;9.6;14.2;12.4;7.4;11.0;9.8;0.0;0.1;0.0;61.5;0.0;61.0;0.0;59.0;0.0;6.0;6.0;3.0;S;1.5;S;1.0;N;1.0;3139224.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;14.0;18.5;6.6;10.4;16.4;10.4;8.6;11.4;7.8;0.0;0.0;0.0;57.4;0.0;56.7;0.0;54.2;0.0;6.0;6.0;2.0;S;5.0;S;1.0;C;0.0;3140671.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;15.0;20.2;4.2;10.4;18.4;11.8;8.4;12.0;9.6;0.0;0.0;0.0;52.2;0.0;51.0;0.0;49.0;0.0;2.0;4.0;3.0;S;1.0;E;5.0;S;1.0;3141909.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;16.0;18.0;5.4;10.4;16.6;12.2;8.4;11.8;11.8;0.0;0.0;0.0;47.7;0.0;46.6;0.0;46.2;0.0;7.0;7.0;6.0;S;1.0;S;1.0;N;0.5;3143065.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;17.0;20.2;5.0;11.0;17.0;10.5;9.0;12.2;10.2;0.8;0.0;0.8;45.6;0.0;44.5;0.0;44.5;0.0;4.0;7.0;8.0;S;1.0;S;1.0;C;0.0;3143494.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;18.0;20.0;4.7;8.0;18.4;9.6;8.0;13.4;9.4;1.4;0.0;5.1;45.1;0.0;44.1;0.0;47.6;0.0;8.0;6.0;8.0;S;1.0;E;1.0;C;0.0;3144151.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;19.0;17.4;6.8;9.4;16.6;10.4;9.2;12.6;9.8;2.3;0.0;2.2;48.5;0.0;47.8;0.0;49.8;0.0;8.0;7.0;8.0;N;1.0;S;1.5;N;1.0;3144702.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;20.0;16.4;5.7;8.8;14.8;11.0;8.2;10.8;10.2;4.8;0.3;1.0;53.7;50.0;49.6;0.0;50.5;0.0;6.0;8.0;8.0;S;1.0;C;0.0;C;0.0;3144851.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;21.0;19.5;5.2;11.0;13.4;10.5;9.4;12.2;9.8;2.5;1.1;1.7;51.3;0.0;51.3;0.0;52.4;0.0;5.0;8.0;5.0;C;0.0;S;1.5;C;0.0;3144894.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;22.0;20.2;4.8;11.0;17.7;10.7;9.0;11.8;10.4;0.0;0.0;1.8;52.2;0.0;52.0;0.0;52.0;0.0;3.0;6.0;7.0;S;1.0;C;0.0;C;0.0;3145118.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;23.0;17.4;4.6;9.8;15.8;11.2;8.6;11.9;10.7;0.0;0.0;0.3;51.7;0.0;50.8;0.0;50.5;0.0;8.0;7.0;5.0;S;1.0;C;0.0;C;0.0;3145602.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;24.0;18.9;4.2;10.0;14.8;10.0;8.4;12.0;9.8;0.0;0.0;8.6;49.4;0.0;48.5;0.0;56.5;0.0;2.0;7.0;8.0;S;1.0;W;0.5;C;0.0;3145868.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;25.0;18.0;6.3;8.9;14.0;10.0;8.8;11.0;9.7;0.0;0.0;3.5;55.7;0.0;55.1;0.0;57.7;0.0;8.0;8.0;8.0;C;0.0;S;0.5;C;0.0;3146222.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;26.0;16.8;4.8;8.0;14.4;9.5;7.8;11.6;9.2;0.0;0.0;0.0;57.0;0.0;56.5;0.0;55.6;0.0;8.0;8.0;4.0;C;0.0;C;0.0;C;0.0;3146478.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;27.0;19.4;5.4;10.4;18.2;10.4;9.6;14.0;10.0;0.0;0.0;0.0;54.8;0.0;54.0;0.0;53.8;0.0;2.0;5.0;4.0;C;0.0;N;1.0;C;0.0;3146728.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;28.0;17.5;6.6;8.0;16.0;11.0;7.6;12.6;10.6;0.3;0.0;0.0;52.9;0.0;51.3;0.0;51.0;0.0;8.0;8.0;6.0;S;0.5;C;0.0;C;0.0;3147202.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;29.0;19.6;3.5;9.6;17.4;10.7;9.4;13.0;10.4;0.0;0.0;0.5;49.8;0.0;49.5;0.0;49.3;0.0;8.0;7.0;8.0;C;0.0;C;0.0;C;0.0;3147500.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;30.0;21.0;4.5;9.4;18.2;10.8;8.2;13.2;10.0;0.0;0.0;0.0;48.5;0.0;48.0;0.0;46.8;0.0;0.0;4.0;6.0;C;0.0;C;0.0;NE;1.0;3147834.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;10.0;31.0;20.4;5.8;10.3;17.8;11.4;8.6;13.0;10.8;0.0;0.0;0.0;44.8;0.0;43.8;0.0;42.5;0.0;0.0;6.0;8.0;S;1.0;NW;1.0;C;0.0;3148452.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;1.0;20.4;5.7;9.2;18.4;11.4;8.4;13.4;10.4;0.0;0.0;7.6;41.9;0.0;40.6;0.0;45.6;0.0;0.0;5.0;8.0;C;0.0;C;0.0;C;0.0;3149033.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;2.0;20.4;7.5;9.8;18.4;11.8;9.2;14.0;11.0;0.0;0.0;1.7;43.5;0.0;42.7;0.0;42.0;0.0;7.0;6.0;8.0;C;0.0;C;0.0;C;0.0;3149435.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;3.0;20.4;5.1;11.0;17.8;11.2;10.0;12.5;11.0;0.0;0.0;3.1;41.6;60.0;58.7;0.0;60.6;0.0;0.0;5.0;7.0;C;0.0;E;1.0;S;1.0;3149887.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;4.0;20.2;6.8;10.2;16.9;10.9;9.2;13.6;10.6;16.3;0.0;2.7;75.0;55.0;54.1;0.0;54.6;0.0;4.0;7.0;7.0;S;1.0;C;0.0;C;0.0;3150133.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;5.0;20.0;5.0;9.0;15.6;11.3;8.4;13.0;10.9;0.0;0.0;0.6;53.8;0.0;52.7;0.0;52.0;0.0;0.0;8.0;8.0;C;0.0;W;1.0;N;0.5;3150517.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;6.0;20.6;7.6;10.0;19.2;12.6;9.7;13.6;12.2;0.0;0.0;0.0;51.5;0.0;50.8;0.0;50.0;0.0;8.0;7.0;7.0;C;0.0;C;0.0;C;0.0;3150948.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;7.0;22.7;6.7;9.6;19.8;12.8;8.4;12.2;12.2;0.0;0.0;0.0;48.9;0.0;48.4;0.0;47.4;0.0;6.0;3.0;6.0;C;0.0;C;0.0;C;0.0;3151322.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
